# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
10940        8   99128521   99172569    261      28  332652      -1.2998    5.2403e-14      -1.2998
79815        8   99201554   99308444    400      76  243574       2.2485    5.2403e-14       2.2485
3788         8   99438250   99443525     12       8  161855       1.1579    5.2403e-14       1.1579
6788         8   99466359   99955799   1371     105  211504       1.2728    5.2403e-14       1.2728
116039       8   99955631   99964838     22      15   90586         1.41    5.2403e-14         1.41
157680       8  100024299  100890947   2730      59  252412     0.027534    5.2479e-14     0.027534
1345         8  100889723  100907242     71      17  295087      0.77745    5.2514e-14      0.77745
26166        8  100972664  101119344    537      76  222551       1.0809    5.2403e-14       1.0809
286151       8  101145088  101159099     49       8  206213      0.03093    5.2479e-14      0.03093
5440         8  101161839  101166730     30      15  165716     -0.31476    5.2458e-14     -0.31476
6674         8  101169263  101254632    306      33  254801      -1.0525    5.2403e-14      -1.0525
25897        8  101268785  101349446    295      30  225947      -0.9538    5.2514e-14      -0.9538
157567       8  101521480  101573014    213      43  271523      0.35228    5.2458e-14      0.35228
169166       8  101584610  101662893    478      87  293063       -1.224    5.2403e-14       -1.224
26986        8  101714644  101735969     76      29  183040       2.3839    5.2403e-14       2.3839
7534         8  101930304  101966717    169      31  231562      0.04709    5.2479e-14      0.04709
51123        8  102208766  102219292     39      17  114352     -0.67833    5.2514e-14     -0.67833
79977        8  102503668  102682454    924     114  236618      0.99181    5.2514e-14      0.99181
83988        8  102698270  103138135   2312     139  249779      0.22833    5.2486e-14      0.22833
50484        8  103216229  103252346    183      35  285152      0.95037    5.2514e-14      0.95037
51366        8  103264001  103425947    755      60  260802       1.4574    5.2403e-14       1.4574
4956         8  103562848  103573745     84      18  297961       1.2249    5.2403e-14       1.2249
7071         8  103660505  103669130     36      19  251250        1.769    5.2403e-14        1.769
101927245    8  103667635  103698656    145      39  287048       1.5314    5.2403e-14       1.5314
51582        8  103838036  103877905    211      38  220184      -0.1286    5.2486e-14      -0.1286
528          8  104032248  104085785    231      46  253515     -0.15073    5.2486e-14     -0.15073
79870        8  104151921  104243033    466      73  320896     -0.11496    5.2486e-14     -0.11496
8323         8  104309661  104345594    147      25  347497       1.8577    5.2403e-14       1.8577
115908       8  104382743  104395733     62      17  322890     -0.49417    5.2458e-14     -0.49417
81034        8  104410366  104428563     89      16  317129     -0.79142    5.2514e-14     -0.79142
25879        8  104425942  104456181    132      24  278106     -0.11484    5.2486e-14     -0.11484
9699         8  104511426  105267156   3717      68  287158     -0.92918    5.2514e-14     -0.92918
81501        8  105351024  105369417     96      28  249577      0.60024    5.2514e-14      0.60024
1807         8  105391152  105480281    431      72  276999     0.011283    5.2481e-14     0.011283
29967        8  105500959  105602252    514      35  142305      0.59569    5.2514e-14      0.59569
23414        8  106329917  106817267   1906     191  253490     -0.13369    5.2486e-14     -0.13369
55074        8  107281406  107765422   2056     110  292326      -1.2775    5.2403e-14      -1.2775
137735       8  107771211  107783472     43      17  265354      0.40693    5.2458e-14      0.40693
284          8  108261210  108511254   1233      99  304718      -0.1887    5.2486e-14      -0.1887
340419       8  108911044  109096913    818      83  251502      0.24275    5.2486e-14      0.24275
3646         8  109213472  109261959    249      32  262065       0.6738    5.2514e-14       0.6738
9694         8  109454853  109499636    201      25  308368     -0.33546    5.2458e-14     -0.33546
157753       8  109790665  109800770     30      11  237259      0.98723    5.2514e-14      0.98723
7201         8  110098653  110132313    149      33  304196      0.96608    5.2514e-14      0.96608
84955        8  110252648  110347486    446      44  243481       1.0648    5.2403e-14       1.0648
56943        8  110345552  110358689     44      20  213592      0.50156    5.2514e-14      0.50156
93035        8  110373706  110544000    767      40  247431        1.118    5.2403e-14        1.118
9166         8  110550929  110578725     95      35  218408       1.2709    5.2403e-14       1.2709
55638        8  110585905  110705020    545      54  216683       2.8977    5.2403e-14       2.8977
27012        8  110978733  110988963     29      14  245415     -0.39343    5.2458e-14     -0.39343
114788       8  113234657  114450242   5013     144  267210     -0.35642    5.2458e-14     -0.35642
7227         8  116420224  116714299    934      81  191783     0.001022     5.248e-14     0.001022
8667         8  117656555  117769258    427      49  234127      0.58596    5.2514e-14      0.58596
84294        8  117777742  117792949     65      24  239840      0.70309    5.2514e-14      0.70309
5885         8  117857673  117888105    134      25  256485      0.79978    5.2514e-14      0.79978
441376       8  117949464  117956739     29      11  250212      -1.1785    5.2403e-14      -1.1785
169026       8  117961512  118189453    881      74  222536     -0.39758    5.2458e-14     -0.39758
90390        8  118531532  118553010     95      29  276160     -0.34577    5.2458e-14     -0.34577
2131         8  118811102  119125058   1441     118  229555     -0.25696    5.2458e-14     -0.25696
401474       8  119201194  119635184   2059     164  256297      0.79661    5.2514e-14      0.79661
4982         8  119935296  119965383    169      34  320836     -0.37463    5.2458e-14     -0.37463
10584        8  119963527  120119707    984      47  331890      -1.0881    5.2403e-14      -1.0881
114569       8  120219610  120258413    143      45  212460      0.64859    5.2514e-14      0.64859
4856         8  120427552  120437178     76       7  381031       0.7906    5.2514e-14       0.7906
5168         8  120568817  120686644    505      74  239565      0.89091    5.2514e-14      0.89091
6873         8  120742514  120846074    429      42  295940     -0.76034    5.2514e-14     -0.76034
79075        8  120845681  120869170    121      26  337539     -0.96483    5.2514e-14     -0.96483
64798        8  120884900  121063657    995      53  333480      -1.4967    5.2403e-14      -1.4967
7373         8  121136347  121384773   1124     120  239357      0.31509    5.2458e-14      0.31509
28998        8  121407583  121458647    157      37  210411       -1.579    5.2403e-14       -1.579
27085        8  121456638  121536375    319      30  268073       -2.177    5.2403e-14       -2.177
6641         8  121547485  121826599   1327      99  267591      -1.0964    5.2403e-14      -1.0964
3037         8  122623856  122654675    115      21  280239      -1.0983    5.2403e-14      -1.0983
22882        8  123791510  123987255    974     171  197617     -0.45075    5.2458e-14     -0.45075
79139        8  124024904  124055663    132      32  285467      0.51657    5.2514e-14      0.51657
93594        8  124083920  124164893    328      38  284014     -0.83806    5.2514e-14     -0.83806
84985        8  124193752  124222818    123      26  241732       -0.065    5.2486e-14       -0.065
84933        8  124231696  124254656     71      25   48430      -1.2659    5.2403e-14      -1.2659
100533106    8  124237929  124287727    126      30   74499     -0.66921    5.2514e-14     -0.66921
11244        8  124260190  124288781     65      22   79201      -0.5227    5.2514e-14      -0.5227
29028        8  124331590  124409705    224      88  157022        0.163    5.2486e-14        0.163
55093        8  124427965  124454761    220      17  336903      -1.6937    5.2403e-14      -1.6937
114907       8  124509627  124554493    213      60  280458      -1.3745    5.2403e-14      -1.3745
340359       8  124657243  124667041     81      18  330851     -0.58088    5.2514e-14     -0.58088
312          8  124692534  124750647    330      57  255755        0.182    5.2486e-14        0.182
157769       8  124779679  124828192    174      32  278184      -1.1132    5.2403e-14      -1.1132
654463       8  124863227  125132912   1208     100  213743     -0.21238    5.2486e-14     -0.21238
157378       8  125322659  125385940    304      41  195802       2.2311    5.2403e-14       2.2311
55039        8  125462048  125465767     20       9  267917     -0.14747    5.2486e-14     -0.14747
11236        8  125486008  125501359     58      25  226056     -0.87391    5.2514e-14     -0.87391
83940        8  125500235  125552329    237      56  224232       -1.194    5.2403e-14       -1.194
4715         8  125550343  125581251    211      47  286526     -0.78797    5.2514e-14     -0.78797
9788         8  125562525  125741730   1122     117  261118     -0.16235    5.2486e-14     -0.16235
137209       8  125984539  125992131     25       6  311564      0.40748    5.2458e-14      0.40748
6713         8  126009720  126035025    132      20  309591     -0.32782    5.2458e-14     -0.32782
9897         8  126036002  126105061    409      25  300015      0.35178    5.2458e-14      0.35178
286053       8  126103083  126379867   1038      86  255254      0.39183    5.2458e-14      0.39183
10221        8  126441563  126451147     45      23  165167     -0.25118    5.2458e-14     -0.25118
157638       8  127564183  127571717     18      13  162022     -0.60629    5.2514e-14     -0.60629
5462         8  128426131  128429955     29       7  382332       2.0491    5.2403e-14       2.0491
4609         8  128747315  128754180     36      19  214133   -0.0036455     5.248e-14   -0.0036455
56169        8  130759942  130800134    227      51  234602     -0.42907    5.2458e-14     -0.42907
51571        8  130851339  131029897    713      79  220320       2.0675    5.2403e-14       2.0675
50807        8  131063850  131456906   1976      77  291327       1.7611    5.2403e-14       1.7611
114          8  131792046  132054012   1537     118  268479      -1.4533    5.2403e-14      -1.4533
23167        8  132915356  133026389    551      44  261752     -0.35339    5.2458e-14     -0.35339
729330       8  133035967  133072627    255      32  248524      0.15087    5.2486e-14      0.15087
10086        8  133073233  133118512    251      55  269335     -0.56831    5.2514e-14     -0.56831
3786         8  133132605  133494004   1914     161  294509      0.39284    5.2458e-14      0.39284
23639        8  133583701  133688863    362      49  191470      -0.7166    5.2514e-14      -0.7166
137835       8  133721691  133773914    260      30  292907     -0.57381    5.2514e-14     -0.57381
51105        8  133786604  133861552    257      34  236686     -0.52072    5.2514e-14     -0.52072
7038         8  133878149  134147646   1632     116  255067     -0.19393    5.2486e-14     -0.19393
6503         8  134048473  134116604    473      42  288256      0.82787    5.2514e-14      0.82787
8840         8  134202282  134244433    216      61  251050      -0.2386    5.2486e-14      -0.2386
10397        8  134248914  134310835    363      62  274309     -0.71687    5.2514e-14     -0.71687
6482         8  134466591  134585697    733     126  273153     -0.50517    5.2514e-14     -0.50517
57623        8  135489531  135726292   1259      78  286528     -0.13386    5.2486e-14     -0.13386
10656        8  136468702  136669568    894      64  227241       2.2841    5.2403e-14       2.2841
51059        8  139141766  139510065   2051     204  266532      -1.6384    5.2403e-14      -1.6384
169044       8  139599978  139927236   1925     216  260205       -0.134    5.2486e-14       -0.134
51305        8  140612581  140716299    529      94  226795      0.54387    5.2514e-14      0.54387
83696        8  140739824  141469678   3867     303  251424      0.43337    5.2458e-14      0.43337
54108        8  141520397  141527752     31      13  246175       -1.625    5.2403e-14       -1.625
27161        8  141540764  141646646    618      88  227599      0.49047    5.2458e-14      0.49047
5747         8  141667981  142012412   1278      55  194577      0.11388    5.2486e-14      0.11388
22898        8  142137720  142206403    315      77  205797      0.65682    5.2514e-14      0.65682
57210        8  142216773  142311241    598      77  265819        1.383    5.2403e-14        1.383
2843         8  142366085  142378365     82      24  258771     -0.93583    5.2514e-14     -0.93583
11156        8  142401093  142443054    238      53  222799    -0.024378    5.2479e-14    -0.024378
389690       8  142443429  142518330    535      49  302140      0.71768    5.2514e-14      0.71768
203062       8  143292941  143485543   1175      78  266240      0.43943    5.2458e-14      0.43943
575          8  143544377  143626869    433      88  189393      -1.4251    5.2403e-14      -1.4251
23237        8  143691905  143696833     29       8  303323      -1.3472    5.2403e-14      -1.3472
8629         8  143738374  143752412     96      13  309072      -1.7269    5.2403e-14      -1.7269
8000         8  143750726  143764645     84      11  357418     -0.92756    5.2514e-14     -0.92756
54742        8  143780529  143786088     31       8  299075      -1.4752    5.2403e-14      -1.4752
51337        8  143807621  143818850     51      17  277873      -1.5478    5.2403e-14      -1.5478
57152        8  143821862  143824829     19       7  283847      -1.5019    5.2403e-14      -1.5019
137797       8  143831128  143834952     15       4  325495      -1.8125    5.2403e-14      -1.8125
66004        8  143845256  143860640     83      25  242776     -0.74915    5.2514e-14     -0.74915
8581         8  143865798  143869008     22       8  349433     -0.20027    5.2486e-14     -0.20027
2765         8  143915217  143928762     81      16  307131      -1.7362    5.2403e-14      -1.7362
1584         8  143953273  143962236     72      16  271359     -0.37913    5.2458e-14     -0.37913
1585         8  143991475  144000259     59      13  265420      0.69001    5.2514e-14      0.69001
4061         8  144098902  144104327     22      10  186617      -1.3249    5.2403e-14      -1.3249
286122       8  144119679  144136220     98      16  231812     -0.74273    5.2514e-14     -0.74273
101928108    8  144161062  144165395     26      16  154239      -0.6375    5.2514e-14      -0.6375
4062         8  144238831  144243053     15       7  199259      -2.4942    5.2403e-14      -2.4942
338328       8  144294068  144299544     40      11  318226       -1.079    5.2403e-14       -1.079
286128       8  144327991  144345375    104      29  209704     -0.93033    5.2514e-14     -0.93033
2738         8  144332524  144359601    152      28  252097      -1.5862    5.2403e-14      -1.5862
79943        8  144370651  144382622     71      11  295290      -1.7331    5.2403e-14      -1.7331
116447       8  144390994  144443147    346      43  239539      -2.0053    5.2403e-14      -2.0053
114822       8  144450025  144466890    103      25  212381      -1.7748    5.2403e-14      -1.7748
389692       8  144509730  144513602     19      10  259020     -0.54799    5.2514e-14     -0.54799
23144        8  144519325  144625449    578      70  246563      -1.3177    5.2403e-14      -1.3177
79792        8  144634383  144645732     59      20  306342      -1.1871    5.2403e-14      -1.1871
642475       8  144647862  144655928     53      17  286324     -0.76959    5.2514e-14     -0.76959
93100        8  144656455  144661881     32      10  321355     -0.78274    5.2514e-14     -0.78274
1936         8  144661367  144680845    123      22  318366      -1.4829    5.2403e-14      -1.4829
84948        8  144679074  144682985     16      10  278434     -0.15026    5.2486e-14     -0.15026
65263        8  144685583  144692784     44      18  250211     -0.11183    5.2486e-14     -0.11183
7264         8  144694288  144701358     37      14  255650      -2.2978    5.2403e-14      -2.2978
9831         8  144717183  144736400    119      29  220315     -0.58961    5.2514e-14     -0.58961
286075       8  144765622  144778172     66      16  297640      -1.0237    5.2403e-14      -1.0237
100130274    8  144788364  144791279     13       8  232369       0.1959    5.2486e-14       0.1959
225689       8  144797507  144805133     46      22  268312     -0.60084    5.2514e-14     -0.60084
286077       8  144805603  144823710    105      26  204565      0.24252    5.2486e-14      0.24252
23513        8  144872590  144898890    160      55  198366      -0.6716    5.2514e-14      -0.6716
22827        8  144898014  144912556     60      23  231386      -1.0288    5.2403e-14      -1.0288
340371       8  144915255  144925200     46      27  138059     0.044997    5.2479e-14     0.044997
83481        8  144938992  144953632     86      44  182412       0.8793    5.2514e-14       0.8793
5339         8  144988821  145051913    364      39  207880       1.9052    5.2403e-14       1.9052
84875        8  145050820  145061635     41      17  194972       1.3087    5.2403e-14       1.3087
2907         8  145063226  145068096     14       6  212208       1.2903    5.2403e-14       1.2903
375686       8  145085582  145102515     74      33  103401      0.53127    5.2514e-14      0.53127
392275       8  145101853  145106670     24      11   54754       1.5935    5.2403e-14       1.5935
26873        8  145105667  145116584     50      19  146641      0.74113    5.2514e-14      0.74113
54512        8  145132522  145136051     16       6  101826      0.56574    5.2514e-14      0.56574
8733         8  145136064  145141619     22      10  184881       0.3909    5.2458e-14       0.3909
1537         8  145148960  145152928     21       8  193802      0.18286    5.2486e-14      0.18286
81858        8  145153036  145160140     28      10  232427      -1.1335    5.2403e-14      -1.1335
84232        8  145158305  145163015     23       8  179600     -0.78362    5.2514e-14     -0.78362
727957       8  145201919  145317343    292      46  152209      0.36456    5.2458e-14      0.36456
23246        8  145485556  145516120     69      17  191798     -0.11105    5.2486e-14     -0.11105
3297         8  145514270  145538885    108      25  178368      0.59819    5.2514e-14      0.59819
8694         8  145537746  145551582     59      25  187292      0.85693    5.2514e-14      0.85693
83482        8  145553728  145560943     21      15  125874     -0.41862    5.2458e-14     -0.41862
340393       8  145576386  145580269     16       7  164517     -0.72561    5.2514e-14     -0.72561
26233        8  145578588  145583183     23      10  115931      -1.6124    5.2403e-14      -1.6124
79581        8  145581217  145585446     19      10  137427     -0.29695    5.2458e-14     -0.29695
203054       8  145596704  145618957     74      28  178922      0.89909    5.2514e-14      0.89909
29894        8  145617946  145635733     62      20  207883     -0.31943    5.2458e-14     -0.31943
55630        8  145637298  145643279     36      21  183619      0.48717    5.2458e-14      0.48717
51160        8  145648484  145654946     32      13  157635     -0.71304    5.2514e-14     -0.71304
4796         8  145653663  145670871    107      19  214812      -1.4917    5.2403e-14      -1.4917
50626        8  145674815  145692031    112      25  119263     -0.66753    5.2514e-14     -0.66753
90990        8  145690432  145699999     42      19   90509     -0.87725    5.2514e-14     -0.87725
8928         8  145698615  145702718     15      10  104003      -0.6927    5.2514e-14      -0.6927
84988        8  145702365  145728004    105      25  163209      0.62426    5.2514e-14      0.62426
2875         8  145728465  145733055     21       9  127723     -0.26845    5.2458e-14     -0.26845
113655       8  145732161  145737096     22      15  141999      0.80858    5.2514e-14      0.80858
9401         8  145736167  145744210     56      24  131625      0.87386    5.2514e-14      0.87386
9684         8  145742349  145751062     39      19  120860        1.235    5.2403e-14        1.235
441381       8  145747261  145753416     28      16  129617       1.3528    5.2403e-14       1.3528
414919       8  145751099  145755485     17       8   97513      0.76085    5.2514e-14      0.76085
80728        8  145754063  145839891    441      41  165834       1.3184    5.2403e-14       1.3184
90987        8  145945794  145982285    145      57  123640      0.74548    5.2514e-14      0.74548
80778        8  145997999  146013725     87      20  200995      0.42165    5.2458e-14      0.42165
6132         8  146014652  146018805     34       8  153362      0.48193    5.2458e-14      0.48193
340385       8  146023261  146035961     79      15  302427     -0.42379    5.2458e-14     -0.42379
7553         8  146051855  146073393    110      23  245139      0.40264    5.2458e-14      0.40264
28991        8  146075051  146079932     26       8  263047    -0.046838    5.2479e-14    -0.046838
58500        8  146101836  146128453     64      24  237741    -0.056608    5.2479e-14    -0.056608
7564         8  146155244  146177274    118      31  147262      0.98158    5.2514e-14      0.98158
65265        8  146276823  146281916     20      10  216318      0.40906    5.2458e-14      0.40906
100287171    9      13969      30739      1       1     938       0.7894    5.2514e-14       0.7894
2298         9     115731     119417      5       3    6540       1.1229    5.2403e-14       1.1229
55871        9     120538     180077     26      11   79478      -1.7673    5.2403e-14      -1.7673
157983       9     212608     216893     44      17  287651     -0.13061    5.2486e-14     -0.13061
81704        9     213865     465759   2034     130  288599      0.34846    5.2458e-14      0.34846
23189        9     469294     746606   2348      91  264096     -0.62314    5.2514e-14     -0.62314
1761         9     840690     969590   1064     115  249659      0.68072    5.2514e-14      0.68072
58524        9     975968     992232    108      28  239342     -0.85288    5.2514e-14     -0.85288
10655        9    1048858    1058054     76      26  276378      -2.4515    5.2403e-14      -2.4515
6595         9    2014342    2194124   1116     148  253874        1.153    5.2403e-14        1.153
7436         9    2620679    2654985    199      58  239114     -0.75536    5.2514e-14     -0.75536
169522       9    2716526    2730537     74      28  217978      0.66216    5.2514e-14      0.66216
9933         9    2803652    2845130    198      36  231813      -0.4367    5.2458e-14      -0.4367
5991         9    3217797    3526992   1695     104  200064    -0.031333    5.2479e-14    -0.031333
169792       9    3823628    4301036   3359     279  261362       1.0036    5.2403e-14       1.0036
6505         9    4489427    4587969    598      94  241989      -1.4729    5.2403e-14      -1.4729
55064        9    4552886    4667674    769      92  254312      0.33994    5.2458e-14      0.33994
403313       9    4661294    4665774     30      17  118971      0.57198    5.2514e-14      0.57198
55664        9    4678566    4707094    140      23  241814       1.2908    5.2403e-14       1.2908
50808        9    4709056    4743043    282      36  264861       1.5937    5.2403e-14       1.5937
10171        9    4791834    4861566    455      54  265223      0.95069    5.2514e-14      0.95069
3717         9    4984245    5130448    763      40  219520      0.95698    5.2514e-14      0.95698
11172        9    5163363    5186618    154      21  219762      0.10574    5.2486e-14      0.10574
3641         9    5230419    5234467     26      10  154188      0.17325    5.2486e-14      0.17325
6019         9    5299364    5305611     26      13  203325       1.4194    5.2403e-14       1.4194
6013         9    5307137    5340873    151      40  200238       1.5677    5.2403e-14       1.5677
55848        9    5357466    5439381    482      54  266893      0.94055    5.2514e-14      0.94055
29126        9    5449503    5471067    119      30  255396       1.3481    5.2403e-14       1.3481
80380        9    5509512    5571782    303      65  240999      0.80339    5.2514e-14      0.80339
57589        9    5628031    5777057    766      62  233523       1.1113    5.2403e-14       1.1113
79956        9    5784072    5834081    245      42  228900       1.1667    5.2403e-14       1.1667
2315         9    5889895    5910322    105      35  200729       1.0529    5.2403e-14       1.0529
158358       9    5918508    6009479    448      44  191589      0.52634    5.2514e-14      0.52634
26953        9    6010519    6016640     21      10  189299      0.81786    5.2514e-14      0.81786
90865        9    6214149    6258483    210      39  286014       1.4707    5.2403e-14       1.4707
89882        9    6327349    6332400     26      12  241800       1.8281    5.2403e-14       1.8281
115426       9    6412151    6507554    495      53  225136     -0.88951    5.2514e-14     -0.88951
2731         9    6531964    6646692    787     101  250193      0.92886    5.2514e-14      0.92886
23081        9    6719863    7176148   3164     176  289577      0.38187    5.2458e-14      0.38187
90871        9    7795990    7800806     25      11  211001     -0.92201    5.2514e-14     -0.92201
5789         9    8313746   10613723  16129     637  272563       0.1902    5.2486e-14       0.1902
7306         9   12692385   12710785     88      26  246817     -0.48568    5.2458e-14     -0.48568
286343       9   12773989   12823559    258      53  262357      0.25872    5.2458e-14      0.25872
8777         9   13105200   13280660    667      93  183581       1.1431    5.2403e-14       1.1431
4781         9   14081342   14399982   1738     223  183131     -0.77803    5.2514e-14     -0.77803
340481       9   14610569   14694480    490      63  296855       1.0772    5.2403e-14       1.0772
9350         9   14719231   14723715     35      13  293219       0.9353    5.2514e-14       0.9353
158326       9   14734164   14911993   1194     150  266065      -1.2598    5.2403e-14      -1.2598
158219       9   15170342   15308358    846     111  267131      0.86387    5.2514e-14      0.86387
6619         9   15421694   15467247    184      32  279677      0.35467    5.2458e-14      0.35467
11168        9   15463564   15512003    213      46  227030    -0.049907    5.2479e-14    -0.049907
203238       9   15551872   15972397   2064      48  232006      -1.2323    5.2403e-14      -1.2323
100129385    9   16203433   16277311    499      80  268350    -0.060581    5.2479e-14    -0.060581
54796        9   16409001   16871786   2473     163  262475      0.81806    5.2514e-14      0.81806
54875        9   17133989   17504421   2333      64  247358      0.56706    5.2514e-14      0.56706
6456         9   17577953   17797622   1600     102  300163       4.4979    5.2403e-14       4.4979
92949        9   18473079   18911448   2848     230  271289     -0.23646    5.2486e-14     -0.23646
158297       9   18927391   19034256    983      57  268404     -0.44714    5.2458e-14     -0.44714
10670        9   19048372   19051523     16       7  269015      -1.3898    5.2403e-14      -1.3898
54801        9   19052635   19103940    324      29  306848     -0.61845    5.2514e-14     -0.61845
123          9   19115259   19128604     75      23  256525      0.13829    5.2486e-14      0.13829
55667        9   19229763   19374637    696      52  278504     0.077069    5.2486e-14     0.077069
6194         9   19375753   19381272     22       8  262995      -1.4437    5.2403e-14      -1.4437
340485       9   19407925   19453118    233      44  235909      0.65541    5.2514e-14      0.65541
25769        9   19506950   19790059   1493     141  236854      0.27765    5.2458e-14      0.27765
4300         9   20341163   20623514   1264     108  167088      0.62279    5.2514e-14      0.62279
54914        9   20657309   20996454   1602      90  254551     -0.80978    5.2514e-14     -0.80978
401494       9   21003120   21032635    176      33  308936      -1.2279    5.2403e-14      -1.2279
3456         9   21076604   21078943     15       9  192804      -1.1994    5.2403e-14      -1.1994
3467         9   21140131   21143144     14       8  172723      0.09251    5.2486e-14      0.09251
3452         9   21165136   21167659     20       7  306982       1.1947    5.2403e-14       1.1947
3441         9   21186117   21188598     18       6  238816       1.6634    5.2403e-14       1.6634
3444         9   21200968   21203204     23      14  166063       1.3234    5.2403e-14       1.3234
3446         9   21205680   21208142     21       8  203167      0.39256    5.2458e-14      0.39256
3449         9   21215872   21218310     28       6  304039       0.5964    5.2514e-14       0.5964
3451         9   21226742   21229221     22       4  320642       1.8249    5.2403e-14       1.8249
3448         9   21238701   21240978     17      11   86890       1.5935    5.2403e-14       1.5935
3442         9   21304113   21306312     14       9  140474     0.019142    5.2479e-14     0.019142
55958        9   21330518   21336429     17       4  278210    0.0074253     5.248e-14    0.0074253
3443         9   21349817   21351886     14       5  140598      0.85433    5.2514e-14      0.85433
3447         9   21366871   21369075     15       7  254245       1.6883    5.2403e-14       1.6883
3440         9   21383754   21386396      9       4  265103       1.1222    5.2403e-14       1.1222
3445         9   21408146   21410684     12       6  316461     -0.16135    5.2486e-14     -0.16135
3439         9   21439453   21441815     18      10  212696      0.94092    5.2514e-14      0.94092
338376       9   21480338   21483312     14       7  279058      0.58354    5.2514e-14      0.58354
4507         9   21801635   21941540    799      65  163395      0.17736    5.2486e-14      0.17736
1029         9   21967251   21995490     98      42  172994     -0.12661    5.2486e-14     -0.12661
1030         9   22002402   22010312     31      18  148699      0.27848    5.2458e-14      0.27848
63951        9   22445840   22452972     31      13  290623      0.35193    5.2458e-14      0.35193
1993         9   23689597   23827342    766      97  213391      -1.6409    5.2403e-14      -1.6409
100129669    9   24542693   24546889     22       7  281656       1.1941    5.2403e-14       1.1941
286319       9   25675887   25679856     34       8  333854     -0.96155    5.2514e-14     -0.96155
100506422    9   26065673   26118906    298      49  256083      -1.0997    5.2403e-14      -1.0997
79886        9   26840183   26893826    322      36  183257      0.50064    5.2514e-14      0.50064
9373         9   26902868   26948468    231      36  309547      0.96989    5.2514e-14      0.96989
80173        9   26946037   27063431    509      50  279406      0.61363    5.2514e-14      0.61363
64922        9   26992634   27006691     66      26  280212      0.71117    5.2514e-14      0.71117
7010         9   27108147   27230672    890      99  329093      0.31242    5.2458e-14      0.31242
54586        9   27284152   27298137     98      24  313076       1.4809    5.2403e-14       1.4809
79817        9   27324707   27531223   1248     143  258736      -1.9981    5.2403e-14      -1.9981
56832        9   27523312   27526996     26      13  265491      -1.2506    5.2403e-14      -1.2506
203228       9   27546043   27574864    160      30  336823       0.3539    5.2458e-14       0.3539
158038       9   27947584   29213998   7660     296  268167      0.49127    5.2458e-14      0.49127
48           9   32383601   32451334    327      61  240392       0.0168    5.2479e-14       0.0168
23586        9   32454800   32527322    333      46  254955     -0.30128    5.2458e-14     -0.30128
10210        9   32540042   32553626     53      28  158052     0.076966    5.2486e-14     0.076966
4712         9   32553024   32574182     89      26  222469     -0.90056    5.2514e-14     -0.90056
138474       9   32628952   32636667     26      18  135034     -0.40529    5.2458e-14     -0.40529
401498       9   32782497   32789699     27      12  264004      0.19219    5.2486e-14      0.19219
54840        9   32972104   33002639    139      22  283001       1.5631    5.2403e-14       1.5631
3301         9   33024209   33040405     90      18  325342      0.74194    5.2514e-14      0.74194
55234        9   33041350   33077714    162      33  294958       0.4765    5.2458e-14       0.4765
2683         9   33110136   33168356    297      36  313853        -1.05    5.2403e-14        -1.05
27290        9   33239196   33249065     49      11  232822       1.2988    5.2403e-14       1.2988
573          9   33251969   33265759     44      17  191126      0.66682    5.2514e-14      0.66682
51510        9   33263877   33282567     52      22  180190        1.301    5.2403e-14        1.301
4799         9   33289418   33371655    317      53  175131     -0.52776    5.2514e-14     -0.52776
364          9   33384448   33403643     67      27  182977       1.2973    5.2403e-14       1.2973
360          9   33440652   33448631     27      12  333874      0.83291    5.2514e-14      0.83291
65083        9   33460851   33474941     76      30  191306    -0.075407    5.2486e-14    -0.075407
441459       9   33523347   33603158    369      71  252009       0.7776    5.2514e-14       0.7776
5646         9   33749464   33799729    222      49  277274      0.84901    5.2514e-14      0.84901
54926        9   33816162   33920901    455      45  270480       1.1839    5.2403e-14       1.1839
55833        9   33921191   34049947    602      40  288510       1.5129    5.2403e-14       1.5129
25853        9   34085881   34127771    199      37  291467      0.56145    5.2514e-14      0.56145
51271        9   34178003   34253021    302      39  238193       1.6945    5.2403e-14       1.6945
347240       9   34251878   34330198    304      40  257360       1.8633    5.2403e-14       1.8633
318          9   34328504   34344211     57      17  318210       1.9659    5.2403e-14       1.9659
57462        9   34368407   34377894     36      14  297779       2.0932    5.2403e-14       2.0932
84688        9   34378517   34398898     69      24  265309       1.1542    5.2403e-14       1.1542
203259       9   34397682   34459568    269      39  260571       1.4437    5.2403e-14       1.4437
27019        9   34457750   34521487    232      55  228632        1.206    5.2403e-14        1.206
375704       9   34520540   34524037      8       5  305266       2.5812    5.2403e-14       2.5812
1271         9   34550925   34591713    191      43  293220     -0.22502    5.2486e-14     -0.22502
138716       9   34609982   34613110      5       3  199452     -0.89951    5.2514e-14     -0.89951
11258        9   34613042   34621520     20      13  175141      0.44147    5.2458e-14      0.44147
138715       9   34620955   34629011     35      17  227993     -0.12068    5.2486e-14     -0.12068
10280        9   34634219   34638805     19       8  284516     -0.42559    5.2458e-14     -0.42559
2592         9   34645586   34651095     17       8  234485      -1.2579    5.2403e-14      -1.2579
